CATEGORY,BRAND,MODEL,MRP,TOTAL TENURE,ADVANCE EMI,DBD,PF,ROI,FIXED EMI,MIN L,MAX L,EXPIRY,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,21,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,21,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,15,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,15,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,12,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,12,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,9,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,9,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,1,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,1,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,1,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,1,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,2,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,2,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,2,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,2,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,21,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,21,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,15,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,15,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,4,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,4,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,4,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,4,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,30,6,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,30,6,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,6,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,18,6,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,8,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,24,8,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,36,12,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro 16+256 Moonstone # GA10315-IN 109999,109999,36,12,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,21,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,21,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,15,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,15,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,12,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,12,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,9,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,9,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,1,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,1,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,1,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,1,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,2,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,2,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,2,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,2,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,21,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,21,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,15,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,15,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,4,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,4,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,4,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,4,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,30,6,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,30,6,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,6,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,18,6,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,8,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,24,8,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,36,12,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Obsidian # GA09602-IN 124999,124999,36,12,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,21,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,21,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,15,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,15,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,12,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,12,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,9,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,9,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,1,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,1,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,1,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,1,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,2,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,2,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,2,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,2,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,21,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,21,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,15,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,15,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,4,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,4,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,4,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,4,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,30,6,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,30,6,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,6,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,18,6,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,8,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,24,8,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,36,12,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Jade # GA10432-IN 124999,124999,36,12,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,21,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,21,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,15,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,15,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,12,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,12,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,9,0,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,9,0,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,1,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,1,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,1,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,1,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,2,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,2,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,2,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,2,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,21,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,21,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,15,3,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,15,3,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,4,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,24,4,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,4,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,4,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,30,6,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,30,6,2,599,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,6,2,399,,,,,31-07-2026,,,,,,,,,,,,,
PHONE(WEB-MOBILE),GOOGLE,Pixel 10 Pro XL 16+256 Moonstone # GA10428-IN 124999,124999,18,6,2,599,,,,,31-07-2026,,,,,,,,,,,,,
